Id,MSSubClass,Neighborhood,HouseStyle,RoofStyle,Condition1,SaleCondition,Fence,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,LotArea,TotalBsmtSF,GarageCars,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,SalePrice
1126,40,NWAmes,1.5Fin,Mansard,Feedr,Normal,GdPrv,6,4,1933,1966,972.0,8946.0,1088.0,2.0,0.0,1.0,2.0,2.0,6.0,0.0,0.0,359.0,220779.02583413007
1127,85,NWAmes,SLvl,Hip,RRAe,Normal,NA,7,6,1948,1973,2615.0,14867.0,1258.0,0.0,1.0,1.0,3.0,1.0,5.0,2.0,456.0,0.0,300221.4822869651
1128,30,Gilbert,1Story,Mansard,Norm,Family,NA,6,6,1916,1951,4277.0,12933.0,1511.0,3.0,2.0,1.0,2.0,2.0,6.0,3.0,0.0,385.0,424179.1165915
1129,60,NridgHt,SFoyer,Flat,PosN,Normal,NA,5,7,1923,1947,2891.0,7447.0,,2.0,3.0,0.0,2.0,1.0,5.0,1.0,0.0,167.0,292673.7848110078
1130,85,Gilbert,1Story,Hip,RRAe,Partial,MnPrv,5,8,2002,2010,2252.0,7260.0,1878.0,3.0,2.0,1.0,2.0,1.0,5.0,0.0,349.0,32.0,317221.4510587085
1131,120,Somerst,SLvl,Hip,RRAe,Normal,NA,4,7,1931,1961,4225.0,12298.0,747.0,1.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,196.0,358475.7636366087
1132,30,Gilbert,SFoyer,Gambrel,Norm,Normal,GdPrv,6,6,1956,1995,3261.0,4691.0,313.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,0.0,398.0,326088.0700810136
1133,40,Sawyer,SLvl,Hip,PosN,Normal,MnPrv,9,6,2008,2010,3371.0,16922.0,73.0,2.0,1.0,0.0,2.0,1.0,4.0,3.0,292.0,0.0,393758.3778077043
1134,20,Sawyer,1.5Fin,Hip,Artery,Partial,NA,7,6,1969,1984,2801.0,17583.0,254.0,3.0,0.0,0.0,5.0,2.0,8.0,1.0,768.0,281.0,322001.15745918645
1135,30,Gilbert,1Story,Hip,Feedr,Normal,NA,7,6,1904,1924,3551.0,1970.0,890.0,2.0,2.0,0.0,5.0,1.0,9.0,3.0,0.0,250.0,348287.4520573868
1136,50,NAmes,1Story,Hip,Norm,Normal,GdPrv,6,2,1939,1949,2506.0,19460.0,825.0,3.0,3.0,1.0,3.0,1.0,6.0,1.0,605.0,237.0,290227.40928513673
1137,45,Sawyer,2Story,Hip,Norm,Normal,MnWw,6,6,1942,1958,2988.0,1933.0,1708.0,0.0,1.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,329146.80046058
1138,120,Edwards,SFoyer,Gable,RRAe,Normal,GdPrv,5,8,1930,1947,2966.0,9983.0,251.0,3.0,0.0,1.0,3.0,1.0,7.0,3.0,0.0,0.0,315559.3166329182
1139,60,Sawyer,1Story,Mansard,Feedr,Normal,NA,8,7,1926,1941,3510.0,13845.0,524.0,2.0,0.0,0.0,4.0,2.0,8.0,2.0,447.0,34.0,355920.6218439764
1140,45,NridgHt,SLvl,Hip,PosN,Normal,MnPrv,5,7,1955,1975,4093.0,7549.0,1960.0,3.0,2.0,0.0,2.0,1.0,5.0,0.0,0.0,134.0,385178.5965680047
1141,60,NWAmes,2Story,Flat,Feedr,Abnorml,MnPrv,7,6,1941,1966,1677.0,5267.0,57.0,0.0,2.0,1.0,4.0,1.0,6.0,0.0,369.0,287.0,245449.83935062023
1142,80,Edwards,1.5Fin,Gable,Norm,Family,GdWo,8,6,1932,1966,3297.0,2378.0,848.0,1.0,0.0,1.0,5.0,2.0,9.0,0.0,0.0,321.0,341105.0682524217
1143,50,SawyerW,2Story,Flat,PosN,Normal,NA,7,3,1945,1960,626.0,14956.0,396.0,0.0,0.0,1.0,3.0,1.0,7.0,3.0,46.0,89.0,176755.1227407369
1144,30,NWAmes,1.5Fin,Hip,RRAe,Normal,GdPrv,8,6,1938,1980,2629.0,2181.0,1067.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,552.0,261.0,297175.93273490435
1145,60,Edwards,1.5Fin,Gable,Artery,Normal,MnPrv,5,6,1925,1948,4094.0,,,3.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,398452.2433434318
1146,75,Somerst,1Story,Hip,PosN,Normal,MnWw,9,5,1950,1986,3080.0,8768.0,454.0,2.0,1.0,0.0,5.0,2.0,8.0,3.0,397.0,0.0,364107.2624329333
1147,45,NridgHt,1.5Fin,Mansard,RRAe,Normal,MnPrv,8,3,2004,2009,1570.0,19402.0,740.0,3.0,1.0,1.0,3.0,1.0,5.0,2.0,27.0,383.0,294996.3108083032
1148,70,Sawyer,SFoyer,Mansard,Norm,Normal,MnWw,8,7,1956,1964,2925.0,18709.0,,2.0,2.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,347571.1930777135
1149,45,Gilbert,SLvl,Gambrel,Artery,Normal,NA,7,6,1966,1988,1930.0,16624.0,1596.0,3.0,2.0,0.0,4.0,1.0,8.0,0.0,625.0,0.0,308086.0207556375
1150,90,NWAmes,2Story,Hip,PosN,Normal,NA,8,6,2009,2010,2232.0,15018.0,1969.0,3.0,0.0,0.0,5.0,2.0,8.0,2.0,0.0,56.0,345298.8994694485
1151,90,Edwards,SLvl,Gambrel,RRAe,Normal,NA,10,5,1968,1992,1412.0,11543.0,193.0,2.0,0.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,279183.9237434459
1152,80,NridgHt,SLvl,Mansard,RRAe,Normal,GdPrv,6,6,1924,1931,2999.0,7961.0,977.0,3.0,2.0,0.0,2.0,1.0,5.0,2.0,0.0,198.0,345858.60967954167
1153,90,Somerst,SLvl,Gambrel,Norm,Partial,NA,8,6,1944,1967,1293.0,4583.0,,0.0,2.0,1.0,5.0,2.0,9.0,0.0,0.0,0.0,240891.47697100538
1154,30,SawyerW,2Story,Mansard,Artery,Normal,MnPrv,8,6,1954,1988,2274.0,19408.0,17.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,216.0,233.0,267956.9551171745
1155,75,Edwards,SLvl,Hip,Norm,Normal,GdWo,6,6,1952,1988,4256.0,8620.0,1612.0,2.0,0.0,0.0,5.0,2.0,7.0,1.0,423.0,0.0,408717.2262334689
1156,50,NridgHt,1.5Fin,Flat,RRAe,Normal,MnWw,9,1,1916,1928,3530.0,9432.0,485.0,3.0,2.0,0.0,3.0,1.0,7.0,1.0,284.0,254.0,370623.7391542408
1157,85,CollgCr,1Story,Hip,Feedr,Normal,MnPrv,6,8,1911,1928,2157.0,4112.0,1036.0,2.0,1.0,0.0,1.0,2.0,4.0,3.0,0.0,83.0,268096.4000444609
1158,20,NWAmes,2Story,Gambrel,Feedr,Normal,GdPrv,7,4,1938,1964,4375.0,6620.0,1956.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,392586.78799659334
1159,40,Edwards,SFoyer,Gable,Artery,Normal,NA,4,6,2001,2010,555.0,13240.0,1270.0,2.0,2.0,0.0,4.0,2.0,6.0,3.0,0.0,0.0,181673.86913217386
1160,40,Edwards,1Story,Hip,Norm,Normal,NA,5,5,1979,2010,4339.0,9387.0,1978.0,3.0,0.0,1.0,4.0,1.0,7.0,2.0,0.0,0.0,428318.55228840787
1161,70,NridgHt,1.5Fin,Gambrel,RRAe,Normal,NA,8,6,1993,2010,1908.0,12338.0,1206.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,457.0,0.0,281285.82328236965
1162,120,Somerst,SFoyer,Gable,Artery,Normal,GdPrv,6,5,1919,1952,3782.0,5413.0,,0.0,2.0,0.0,4.0,1.0,6.0,1.0,399.0,0.0,365964.2157903104
1163,90,NWAmes,1Story,Hip,Artery,Normal,NA,6,8,1945,1989,4290.0,3018.0,1385.0,2.0,0.0,0.0,5.0,2.0,7.0,3.0,206.0,0.0,412322.8014900172
1164,60,NridgHt,1.5Fin,Gambrel,RRAe,Normal,NA,5,6,1964,1978,2907.0,17884.0,1230.0,2.0,0.0,1.0,4.0,1.0,6.0,1.0,86.0,242.0,296651.5722788198
1165,20,NridgHt,2Story,Hip,RRAe,Partial,MnPrv,6,6,1948,1989,2941.0,9492.0,621.0,2.0,3.0,1.0,4.0,2.0,6.0,1.0,0.0,0.0,294096.4563547433
1166,90,CollgCr,1.5Fin,Gambrel,PosN,Abnorml,NA,8,5,1946,1962,3497.0,8181.0,153.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,331588.0708298715
1167,70,NAmes,2Story,Flat,Norm,Family,GdPrv,9,2,1939,1955,1458.0,6792.0,1296.0,2.0,2.0,1.0,4.0,1.0,6.0,1.0,490.0,0.0,277712.99357909476
1168,20,Edwards,SLvl,Flat,Artery,Alloca,NA,4,6,1905,1937,1212.0,13672.0,1154.0,2.0,3.0,0.0,4.0,1.0,8.0,1.0,300.0,0.0,227488.12424256984
1169,75,SawyerW,1Story,Hip,Norm,Normal,GdPrv,7,6,1995,2010,1874.0,11916.0,1547.0,3.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,359.0,317065.9575768991
1170,90,SawyerW,SLvl,Mansard,Feedr,Normal,NA,6,6,2003,2010,2416.0,8697.0,251.0,1.0,3.0,0.0,2.0,1.0,5.0,1.0,0.0,298.0,250020.695354585
1171,90,Gilbert,SFoyer,Gambrel,Artery,Normal,GdPrv,7,9,1908,1919,3471.0,18722.0,1077.0,1.0,1.0,1.0,5.0,2.0,7.0,1.0,323.0,382.0,335284.635523737
1172,90,Gilbert,SLvl,Gambrel,Norm,Normal,MnPrv,6,7,1945,1949,1529.0,18182.0,1637.0,0.0,3.0,1.0,5.0,2.0,7.0,1.0,0.0,0.0,247566.76915989307
1173,120,Edwards,SLvl,Gambrel,Artery,Family,NA,6,10,1957,2002,2759.0,5172.0,1782.0,2.0,0.0,1.0,1.0,2.0,4.0,3.0,599.0,0.0,341221.55407552357
1174,75,CollgCr,1Story,Flat,PosN,Normal,NA,6,5,1987,2010,513.0,13384.0,1879.0,2.0,1.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,201285.7135522688
1175,75,NAmes,SLvl,Gable,Norm,Normal,MnWw,7,7,2009,2010,623.0,19414.0,423.0,1.0,0.0,1.0,3.0,2.0,6.0,3.0,46.0,120.0,200154.26390937864
1176,30,Edwards,1.5Fin,Gable,Feedr,Normal,NA,7,6,1946,1971,4366.0,10532.0,345.0,2.0,2.0,1.0,3.0,2.0,6.0,3.0,0.0,0.0,382303.7526818138
1177,75,Edwards,SLvl,Flat,Feedr,Partial,MnPrv,6,6,1983,2010,3901.0,2058.0,1152.0,3.0,3.0,0.0,3.0,1.0,6.0,0.0,276.0,53.0,393236.7812846768
1178,90,CollgCr,SLvl,Mansard,PosN,Normal,NA,8,10,2004,2010,3955.0,3944.0,925.0,0.0,3.0,0.0,5.0,2.0,8.0,2.0,397.0,200.0,407997.3897667232
1179,85,OldTown,1.5Fin,Flat,RRAe,Normal,GdPrv,8,6,1992,1995,1814.0,13852.0,468.0,2.0,3.0,0.0,3.0,2.0,7.0,0.0,0.0,136.0,303458.6547603694
1180,90,NAmes,2Story,Mansard,Norm,Normal,NA,6,8,1932,1941,2554.0,18185.0,204.0,2.0,0.0,1.0,3.0,1.0,7.0,0.0,150.0,40.0,269166.1313540775
1181,40,Gilbert,1Story,Flat,RRAe,Normal,NA,8,7,1990,2003,3198.0,3875.0,287.0,0.0,3.0,0.0,4.0,2.0,6.0,3.0,250.0,94.0,330586.47613623826
1182,40,SawyerW,1Story,Gambrel,Norm,Normal,NA,8,4,1945,1963,1516.0,11616.0,678.0,0.0,2.0,1.0,3.0,2.0,6.0,0.0,395.0,0.0,262323.0763043724
1183,90,Gilbert,2Story,Gable,RRAe,Normal,NA,5,7,1901,1947,3477.0,10691.0,1478.0,1.0,1.0,0.0,5.0,1.0,9.0,1.0,237.0,0.0,330772.829456883
1184,120,Somerst,SLvl,Gambrel,Feedr,Normal,NA,7,6,1984,2000,3271.0,6773.0,130.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,459.0,270.0,314995.0015215217
1185,70,Somerst,1.5Fin,Mansard,RRAe,Normal,MnWw,5,8,1992,2010,2129.0,13185.0,210.0,1.0,0.0,1.0,5.0,2.0,7.0,0.0,0.0,52.0,222594.06343244782
1186,90,Edwards,1.5Fin,Flat,Artery,Normal,MnPrv,8,7,1938,1951,2239.0,17741.0,,0.0,3.0,0.0,4.0,2.0,8.0,0.0,0.0,0.0,283247.1738983862
1187,80,CollgCr,2Story,Mansard,RRAe,AdjLand,GdWo,5,4,1950,1982,1729.0,5926.0,1747.0,3.0,1.0,1.0,5.0,2.0,9.0,3.0,0.0,0.0,264848.98098133085
1188,40,NridgHt,1.5Fin,Hip,Feedr,Normal,GdPrv,7,4,1940,1968,3713.0,2507.0,1980.0,,2.0,1.0,2.0,2.0,5.0,0.0,524.0,0.0,403102.3993302381
1189,70,NridgHt,SFoyer,Flat,Artery,Normal,MnPrv,5,3,1912,1919,4447.0,8141.0,880.0,1.0,3.0,0.0,3.0,1.0,7.0,3.0,443.0,156.0,399912.9214274543
1190,50,NAmes,SLvl,Mansard,PosN,Normal,NA,7,6,2010,2010,4498.0,7310.0,89.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,24.0,0.0,396693.0108671317
1191,85,Somerst,SFoyer,Gambrel,PosN,Partial,GdWo,9,4,1902,1907,3585.0,14953.0,23.0,0.0,0.0,1.0,5.0,2.0,9.0,3.0,0.0,0.0,332876.3812091999
1192,50,OldTown,SFoyer,Gambrel,Artery,Normal,NA,6,7,1961,2005,1896.0,11431.0,1717.0,,1.0,1.0,5.0,1.0,9.0,3.0,304.0,0.0,299457.77327695943
1193,40,CollgCr,SLvl,Flat,PosN,Normal,NA,9,6,1901,1936,3624.0,1831.0,889.0,2.0,0.0,0.0,2.0,2.0,6.0,2.0,231.0,87.0,362130.26045030315
1194,60,Sawyer,1.5Fin,Flat,Norm,Abnorml,GdPrv,10,7,1976,2010,1477.0,7786.0,154.0,3.0,0.0,1.0,1.0,2.0,5.0,3.0,0.0,173.0,253578.84468996772
1195,60,NridgHt,SLvl,Hip,RRAe,Normal,GdWo,9,5,1999,2010,4086.0,15099.0,1666.0,0.0,3.0,0.0,4.0,1.0,8.0,1.0,33.0,0.0,449757.4462760185
1196,90,Gilbert,2Story,Gambrel,RRAe,Normal,NA,5,6,1971,1981,1569.0,10319.0,1057.0,2.0,1.0,1.0,4.0,2.0,7.0,3.0,0.0,329.0,244149.042350701
1197,20,Sawyer,1Story,Gable,Feedr,Normal,NA,8,4,1967,2002,2111.0,11912.0,699.0,3.0,2.0,1.0,3.0,1.0,6.0,0.0,619.0,0.0,299898.1091283913
1198,90,SawyerW,1.5Fin,Flat,Feedr,Normal,MnPrv,3,8,1991,1996,873.0,6389.0,904.0,3.0,2.0,0.0,1.0,1.0,4.0,2.0,739.0,399.0,197745.5562187186
1199,40,NWAmes,1Story,Mansard,Artery,Partial,MnPrv,6,5,2008,2010,825.0,7408.0,450.0,0.0,2.0,0.0,5.0,1.0,9.0,3.0,411.0,70.0,203490.25528645617
1200,40,Gilbert,1Story,Gable,RRAe,Normal,NA,9,4,1995,2010,2076.0,3906.0,,3.0,2.0,1.0,3.0,1.0,6.0,2.0,0.0,0.0,354007.97162619204
1201,60,NWAmes,SLvl,Flat,RRAe,Partial,MnPrv,7,5,1925,1959,2700.0,3010.0,1575.0,1.0,0.0,0.0,4.0,2.0,6.0,1.0,0.0,34.0,296814.9589206507
1202,70,Somerst,SFoyer,Gambrel,RRAe,Family,NA,7,7,1962,2010,569.0,2181.0,398.0,1.0,2.0,0.0,5.0,1.0,9.0,2.0,73.0,8.0,172546.69795243282
1203,120,SawyerW,2Story,Gable,RRAe,Normal,NA,6,4,1990,2010,3884.0,13051.0,1469.0,0.0,3.0,0.0,3.0,1.0,7.0,3.0,384.0,0.0,405389.95895698084
1204,70,Sawyer,SLvl,Gable,PosN,Normal,MnPrv,8,6,1932,1975,957.0,4416.0,359.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,197459.03995167473
1205,30,Gilbert,1Story,Gable,PosN,Normal,NA,7,7,1974,1979,4493.0,12114.0,906.0,1.0,0.0,0.0,5.0,1.0,7.0,2.0,0.0,263.0,402305.6095136378
1206,60,SawyerW,2Story,Hip,Artery,Abnorml,GdPrv,6,7,1902,1903,1586.0,19129.0,1497.0,0.0,2.0,1.0,4.0,1.0,8.0,2.0,725.0,0.0,235738.70271247314
1207,120,NridgHt,SFoyer,Mansard,Norm,Normal,NA,9,5,1997,2010,2015.0,14398.0,72.0,2.0,3.0,1.0,5.0,2.0,9.0,3.0,476.0,20.0,315251.3421538389
1208,80,Sawyer,2Story,Gable,Feedr,Normal,GdPrv,5,3,1968,1980,1139.0,12144.0,1451.0,2.0,1.0,1.0,4.0,2.0,6.0,2.0,0.0,0.0,226922.21391656916
1209,40,OldTown,SFoyer,Gambrel,Norm,Partial,NA,5,6,1982,2003,3797.0,3662.0,451.0,1.0,3.0,0.0,5.0,1.0,7.0,0.0,0.0,263.0,350286.75168158207
1210,75,SawyerW,SLvl,Hip,Artery,Normal,GdWo,7,5,1991,1993,3428.0,10545.0,1398.0,2.0,0.0,0.0,5.0,1.0,7.0,3.0,690.0,284.0,394542.5369615784
1211,80,Gilbert,1Story,Flat,PosN,Abnorml,GdPrv,10,7,1924,1955,814.0,17986.0,998.0,2.0,2.0,1.0,2.0,1.0,6.0,0.0,135.0,213.0,245210.40374572223
1212,45,Sawyer,1Story,Mansard,Artery,Normal,NA,5,5,1950,1991,922.0,8609.0,52.0,0.0,3.0,1.0,1.0,1.0,5.0,2.0,256.0,0.0,179219.21227254148
1213,70,Somerst,SLvl,Mansard,PosN,Normal,GdWo,5,6,1995,2010,2936.0,16784.0,1523.0,,1.0,1.0,1.0,2.0,4.0,1.0,219.0,168.0,329038.146316929
1214,50,NWAmes,1.5Fin,Gable,Artery,Normal,NA,4,4,1918,1947,3963.0,14605.0,519.0,3.0,2.0,0.0,4.0,1.0,7.0,0.0,0.0,304.0,345853.8735637606
1215,40,NAmes,1.5Fin,Gable,Artery,Normal,NA,8,6,1991,2010,939.0,6435.0,1904.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,410.0,90.0,212751.26357332064
1216,90,CollgCr,1.5Fin,Hip,Norm,Normal,MnWw,5,5,1931,1956,1384.0,4113.0,1679.0,3.0,2.0,1.0,3.0,2.0,7.0,0.0,0.0,136.0,229582.68052514817
1217,45,NridgHt,1.5Fin,Mansard,RRAe,Normal,MnWw,7,7,1963,1985,2681.0,1814.0,385.0,3.0,2.0,0.0,4.0,1.0,6.0,1.0,138.0,0.0,296161.5845418384
1218,45,Sawyer,SFoyer,Gambrel,Feedr,Normal,MnPrv,10,4,1956,1983,934.0,6608.0,1201.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,0.0,208.0,259524.17916394645
1219,30,NWAmes,1.5Fin,Gambrel,Artery,Family,GdWo,2,9,1976,2010,1718.0,7658.0,724.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,188354.26511480668
1220,60,Somerst,1Story,Mansard,PosN,Normal,NA,7,7,1992,2004,540.0,13634.0,1204.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,197765.7548756146
1221,75,Gilbert,SFoyer,Gable,Feedr,Normal,NA,7,5,1938,1961,2496.0,12092.0,1114.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,217.0,322032.2042018688
1222,120,NridgHt,SFoyer,Gambrel,PosN,Normal,NA,8,2,1919,1949,3360.0,10362.0,591.0,0.0,3.0,1.0,2.0,2.0,6.0,0.0,775.0,0.0,327636.83113100746
1223,85,SawyerW,1Story,Mansard,PosN,Normal,NA,6,5,1946,1974,2147.0,14873.0,1302.0,3.0,0.0,1.0,4.0,2.0,8.0,3.0,188.0,376.0,307551.9444566226
1224,90,Gilbert,2Story,Mansard,Norm,Normal,MnPrv,6,4,1967,1968,1526.0,15746.0,520.0,1.0,2.0,1.0,3.0,2.0,5.0,0.0,351.0,0.0,253342.32665327386
1225,120,Somerst,SFoyer,Gambrel,Feedr,Normal,NA,5,5,1983,1997,2197.0,14699.0,1814.0,3.0,3.0,1.0,4.0,1.0,8.0,0.0,403.0,0.0,308304.6266882631
1226,80,SawyerW,SFoyer,Gambrel,PosN,Normal,NA,8,8,1983,2010,2537.0,18096.0,1893.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,396.0,354.0,361417.9774884953
1227,90,CollgCr,1Story,Hip,Artery,Normal,NA,8,6,1937,1971,1162.0,8155.0,,1.0,1.0,1.0,4.0,2.0,8.0,1.0,0.0,0.0,203437.5226413369
1228,45,SawyerW,1Story,Gambrel,RRAe,Normal,NA,4,5,2003,2010,946.0,16732.0,,2.0,0.0,1.0,3.0,2.0,7.0,3.0,176.0,184.0,217328.0173979574
1229,80,CollgCr,1.5Fin,Hip,PosN,Family,MnPrv,6,6,1909,1958,1227.0,9284.0,1858.0,0.0,1.0,1.0,2.0,2.0,6.0,2.0,0.0,366.0,222180.55335580494
1230,75,OldTown,1.5Fin,Flat,Norm,Normal,NA,9,5,1912,1945,4441.0,4907.0,253.0,0.0,0.0,0.0,4.0,1.0,6.0,1.0,0.0,0.0,358143.57380375185
1231,60,NWAmes,SLvl,Gable,RRAe,Normal,MnPrv,1,9,1902,1930,3391.0,4197.0,1479.0,2.0,0.0,1.0,1.0,2.0,5.0,3.0,0.0,0.0,266922.2219132249
1232,75,Sawyer,1.5Fin,Hip,PosN,Normal,GdPrv,5,3,2002,2010,1001.0,3192.0,1875.0,1.0,1.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,237003.85209201166
1233,80,SawyerW,SLvl,Gable,Artery,Abnorml,NA,7,7,1919,1937,1705.0,19178.0,450.0,1.0,0.0,1.0,3.0,2.0,5.0,3.0,419.0,398.0,259290.91060185063
1234,50,Sawyer,2Story,Flat,PosN,Abnorml,MnWw,6,7,1966,2007,2147.0,4634.0,1164.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,283920.3438193696
1235,90,Gilbert,1.5Fin,Gable,RRAe,Normal,GdWo,5,3,1990,2010,1224.0,16952.0,1595.0,3.0,2.0,0.0,5.0,2.0,9.0,1.0,0.0,268.0,258440.56658169065
1236,20,Edwards,1Story,Gambrel,RRAe,Normal,NA,6,5,1985,2010,3906.0,15995.0,666.0,1.0,0.0,0.0,2.0,2.0,5.0,1.0,18.0,200.0,344343.91738069284
1237,45,NAmes,1.5Fin,Gambrel,Norm,Normal,MnPrv,5,6,2005,2010,4262.0,9625.0,475.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,351302.2577626423
1238,50,CollgCr,1Story,Gambrel,RRAe,Normal,NA,7,8,1905,1911,1479.0,18405.0,794.0,1.0,2.0,0.0,3.0,1.0,5.0,2.0,546.0,162.0,218396.68547530228
1239,85,OldTown,1.5Fin,Gambrel,PosN,Normal,NA,7,6,1945,1955,566.0,18303.0,670.0,1.0,3.0,0.0,5.0,2.0,8.0,2.0,0.0,0.0,176833.1201568704
1240,70,NAmes,2Story,Gambrel,Feedr,Normal,MnPrv,7,6,1956,1965,1567.0,18620.0,1450.0,2.0,2.0,1.0,4.0,1.0,8.0,2.0,218.0,110.0,287423.94065844093
1241,120,NridgHt,1Story,Gambrel,Norm,Normal,MnPrv,4,7,1977,2007,2830.0,10692.0,741.0,3.0,0.0,1.0,4.0,2.0,7.0,2.0,719.0,0.0,302111.1732411053
1242,120,Sawyer,1Story,Gambrel,Artery,Family,GdPrv,8,7,1969,2000,3733.0,7016.0,752.0,2.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,147.0,401958.60333589365
1243,60,SawyerW,1.5Fin,Gable,PosN,Normal,MnPrv,5,6,1962,1989,1858.0,2310.0,1889.0,0.0,2.0,1.0,1.0,1.0,5.0,3.0,112.0,0.0,268568.5963572101
1244,80,Somerst,SLvl,Gambrel,RRAe,Normal,GdPrv,8,6,1934,1948,1593.0,17046.0,1157.0,3.0,2.0,0.0,3.0,2.0,7.0,2.0,225.0,256.0,270680.477837916
1245,40,NWAmes,1Story,Flat,PosN,Normal,NA,6,7,1911,1939,1495.0,17649.0,1858.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,255560.69424367452
1246,30,SawyerW,1.5Fin,Gable,Artery,Family,NA,8,5,1947,1952,511.0,11420.0,1420.0,0.0,3.0,0.0,4.0,2.0,8.0,0.0,320.0,356.0,207978.112013299
1247,60,NWAmes,2Story,Flat,Artery,Normal,NA,5,8,1928,1951,556.0,2812.0,1770.0,0.0,3.0,0.0,5.0,1.0,7.0,3.0,276.0,388.0,185717.5248480233
1248,45,Somerst,SLvl,Hip,Feedr,Normal,NA,5,2,1961,1968,2211.0,16721.0,390.0,3.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,259.0,276421.7435121231
1249,80,Edwards,1.5Fin,Gable,PosN,Normal,MnPrv,6,5,1988,1991,2970.0,7018.0,1876.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,164.0,331921.9120634096
1250,70,SawyerW,SLvl,Flat,RRAe,Normal,NA,3,7,1961,1969,550.0,11644.0,1888.0,0.0,3.0,1.0,5.0,2.0,9.0,3.0,0.0,0.0,185272.82149238943
1251,30,OldTown,2Story,Mansard,RRAe,Normal,NA,5,5,1964,1969,1301.0,13699.0,81.0,3.0,0.0,1.0,3.0,2.0,7.0,2.0,394.0,0.0,210807.94898579217
1252,60,Somerst,1Story,Gable,PosN,Family,NA,8,4,1904,1927,4139.0,4199.0,712.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,752.0,0.0,414600.56655347947
1253,50,NAmes,1.5Fin,Gable,PosN,Normal,NA,8,5,1971,1998,4460.0,2660.0,826.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,662.0,213.0,452665.63773553906
1254,20,Sawyer,SFoyer,Mansard,PosN,Normal,NA,4,6,1948,1978,3067.0,2965.0,838.0,3.0,0.0,1.0,2.0,2.0,5.0,0.0,265.0,0.0,307954.30675778916
1255,70,Gilbert,SLvl,Gambrel,Artery,Normal,NA,9,7,1913,1934,2586.0,19242.0,1556.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,0.0,0.0,329872.5593954086
1256,120,NAmes,SLvl,Hip,Norm,Normal,NA,8,4,1923,1931,2832.0,19208.0,1397.0,2.0,1.0,0.0,2.0,1.0,4.0,2.0,467.0,120.0,347709.6458888116
1257,90,OldTown,SLvl,Hip,Artery,Partial,NA,8,3,1986,1987,1981.0,9396.0,425.0,,1.0,1.0,1.0,1.0,5.0,0.0,270.0,0.0,296220.70561823464
1258,90,NridgHt,SFoyer,Gable,Artery,Normal,NA,7,6,2001,2010,1306.0,9377.0,1217.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,721.0,20.0,239054.73362554275
1259,90,NridgHt,2Story,Mansard,PosN,Normal,MnWw,7,9,1956,2005,2003.0,9025.0,,1.0,1.0,1.0,5.0,2.0,7.0,1.0,0.0,0.0,294700.3954663161
1260,120,NWAmes,1.5Fin,Gambrel,Norm,Normal,NA,7,5,2008,2010,3299.0,7984.0,880.0,1.0,2.0,0.0,4.0,2.0,8.0,3.0,0.0,0.0,379763.6946008895
1261,30,OldTown,1Story,Hip,PosN,Normal,NA,7,9,1919,1929,3150.0,11560.0,1856.0,0.0,3.0,0.0,5.0,1.0,9.0,0.0,0.0,120.0,349743.32427871233
